Brand,Model,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Maruti,Dzire,2013,0.5,9.12,99846,Petrol,Dealer,Automatic,1
Toyota,Etios,2010,0.5,17.66,125496,Diesel,Individual,Manual,3
Mahindra,Scorpio,2023,16.54,20.06,41941,Diesel,Individual,Manual,0
Tata,Nexon,2011,0.5,6.52,173374,Diesel,Individual,Manual,5
Hyundai,Venue,2011,0.5,6.01,197636,Diesel,Individual,Automatic,1
Mahindra,Scorpio,2017,2.34,15.77,114838,Diesel,Individual,Manual,4
Kia,Seltos,2006,0.5,14.11,191770,Petrol,Individual,Manual,4
Hyundai,Creta,2008,0.5,8.31,123816,Petrol,Dealer,Automatic,3
Toyota,Etios,2016,6.44,22.64,51933,CNG,Dealer,Manual,1
Kia,Seltos,2006,0.5,13.44,140197,CNG,Individual,Automatic,4
Maruti,Swift,2008,0.5,24.33,136408,CNG,Individual,Automatic,5
Toyota,Etios,2009,0.5,23.61,56291,Diesel,Individual,Automatic,4
Toyota,Etios,2020,13.54,22.79,89324,Diesel,Dealer,Manual,1
Toyota,Fortuner,2008,0.5,5.75,168406,Petrol,Individual,Manual,3
Mahindra,XUV500,2022,0.5,5.03,123396,CNG,Individual,Automatic,5
Honda,Amaze,2008,0.5,23.13,86078,Diesel,Dealer,Manual,4
Hyundai,i20,2021,4.07,6.54,70299,Diesel,Dealer,Manual,0
Toyota,Innova,2024,18.94,24.63,142645,CNG,Individual,Automatic,1
Tata,Harrier,2005,0.5,13.59,64948,Petrol,Individual,Manual,3
Hyundai,i20,2019,10.62,24.04,113724,Petrol,Dealer,Automatic,5
Toyota,Innova,2020,0.5,5.63,177673,CNG,Individual,Automatic,2
Honda,Amaze,2007,0.5,16.15,86783,Diesel,Dealer,Automatic,4
Toyota,Etios,2019,10.18,19.82,21459,Petrol,Dealer,Automatic,1
Mahindra,Scorpio,2010,0.5,5.29,122403,CNG,Individual,Manual,3
Hyundai,Creta,2019,6.73,16.27,148341,Diesel,Dealer,Manual,0
Kia,Seltos,2021,13.95,24.77,119116,CNG,Individual,Manual,0
Mahindra,XUV500,2008,0.5,23.36,98239,Diesel,Individual,Manual,5
Maruti,Dzire,2010,0.5,12.38,178894,Diesel,Dealer,Automatic,0
Tata,Harrier,2018,6.81,24.47,155296,Diesel,Individual,Manual,3
Maruti,Dzire,2022,6.81,11.98,111168,Petrol,Individual,Automatic,3
Maruti,Swift,2008,0.5,21.9,79057,Petrol,Individual,Automatic,1
Hyundai,Creta,2012,0.5,18.46,96003,Diesel,Individual,Automatic,2
Kia,Sonet,2014,1.86,24.05,69425,Diesel,Dealer,Automatic,5
Maruti,Alto,2015,1.01,8.94,23945,Petrol,Dealer,Manual,3
Toyota,Fortuner,2005,0.5,8.66,93268,CNG,Dealer,Manual,3
Hyundai,Creta,2023,3.41,5.21,54106,CNG,Individual,Automatic,0
Mahindra,XUV500,2024,18.93,21.77,58555,CNG,Individual,Automatic,0
Mahindra,Bolero,2009,0.5,5.0,111273,Petrol,Dealer,Manual,1
Tata,Harrier,2021,5.83,13.08,154013,Petrol,Dealer,Manual,3
Mahindra,Bolero,2022,4.08,5.1,46491,Diesel,Dealer,Automatic,1
Mahindra,Bolero,2023,8.89,13.78,113237,CNG,Individual,Automatic,5
Hyundai,i20,2011,0.5,22.98,179659,Diesel,Individual,Automatic,2
Maruti,Alto,2016,0.85,17.92,102209,CNG,Individual,Manual,3
Honda,Amaze,2015,0.5,6.11,170423,CNG,Individual,Automatic,5
Hyundai,Verna,2021,4.33,13.37,185599,CNG,Individual,Manual,3
Honda,Amaze,2007,0.5,15.57,153756,Diesel,Dealer,Automatic,3
Maruti,Baleno,2013,0.5,14.23,185573,CNG,Dealer,Automatic,3
Toyota,Innova,2021,8.58,18.1,193084,Diesel,Dealer,Manual,3
Mahindra,Scorpio,2006,0.5,17.61,169844,CNG,Individual,Automatic,5
Maruti,Alto,2019,9.27,22.56,40639,Petrol,Individual,Automatic,5
Hyundai,Venue,2023,18.78,22.49,72467,Diesel,Dealer,Automatic,1
Hyundai,Verna,2013,0.5,6.87,114381,CNG,Individual,Automatic,1
Toyota,Innova,2012,0.5,14.05,50656,Diesel,Individual,Manual,0
Toyota,Innova,2011,0.5,15.64,127702,Diesel,Individual,Manual,4
Hyundai,Verna,2010,0.5,4.65,117799,CNG,Individual,Automatic,1
Hyundai,Creta,2018,9.97,23.55,88393,Diesel,Individual,Automatic,0
Hyundai,Verna,2005,0.5,12.99,164612,Diesel,Individual,Manual,1
Kia,Seltos,2011,0.5,22.58,30985,CNG,Dealer,Manual,3
Honda,Civic,2006,0.5,5.12,171104,Diesel,Dealer,Manual,4
Maruti,Dzire,2023,7.82,9.21,19067,CNG,Dealer,Manual,1
Toyota,Innova,2019,7.95,19.9,170617,Petrol,Dealer,Automatic,1
Mahindra,Scorpio,2007,0.5,8.58,8200,Diesel,Dealer,Manual,1
Hyundai,Verna,2019,0.5,3.11,186945,CNG,Individual,Manual,5
Hyundai,Creta,2020,0.5,3.45,196520,Petrol,Dealer,Manual,3
Hyundai,Creta,2017,0.5,7.38,144308,CNG,Individual,Automatic,2
Hyundai,Creta,2007,0.5,20.66,99906,CNG,Individual,Manual,3
Kia,Seltos,2019,8.1,18.67,66905,Diesel,Dealer,Manual,4
Kia,Seltos,2017,1.53,10.83,74059,Petrol,Dealer,Manual,3
Maruti,Swift,2007,0.5,7.15,141851,CNG,Individual,Manual,5
Hyundai,Venue,2022,9.8,13.74,20192,CNG,Dealer,Automatic,5
Mahindra,XUV500,2013,0.5,16.04,99412,Petrol,Dealer,Manual,3
Maruti,Swift,2012,0.5,3.8,37639,Diesel,Dealer,Manual,3
Toyota,Innova,2005,0.5,16.7,75396,Diesel,Dealer,Automatic,3
Hyundai,i20,2020,8.8,15.02,35895,Diesel,Individual,Automatic,3
Toyota,Innova,2016,1.22,17.66,104555,Petrol,Individual,Manual,5
Kia,Seltos,2023,0.5,4.05,193836,CNG,Dealer,Automatic,4
Honda,Civic,2005,0.5,20.75,181844,Petrol,Dealer,Manual,0
Tata,Tiago,2020,7.27,15.03,72727,Petrol,Individual,Automatic,3
Kia,Seltos,2006,0.5,11.86,14831,Petrol,Dealer,Automatic,2
Maruti,Baleno,2023,0.5,5.21,197493,CNG,Individual,Automatic,3
Mahindra,Bolero,2009,0.5,9.41,183441,CNG,Dealer,Manual,3
Mahindra,Scorpio,2008,0.5,21.9,152933,Diesel,Dealer,Automatic,3
Hyundai,Verna,2007,0.5,22.83,133079,Petrol,Dealer,Automatic,0
Mahindra,Bolero,2021,2.26,8.38,154059,Diesel,Dealer,Manual,4
Kia,Sonet,2013,0.5,24.67,52554,Petrol,Dealer,Manual,5
Maruti,Baleno,2008,0.5,21.94,53444,Petrol,Individual,Manual,0
Toyota,Fortuner,2006,0.5,5.01,63435,Diesel,Individual,Manual,5
Mahindra,Bolero,2009,0.5,23.45,146602,Diesel,Dealer,Automatic,1
Hyundai,Verna,2023,5.77,8.33,98806,Petrol,Individual,Automatic,0
Mahindra,Bolero,2015,0.5,4.8,176464,Petrol,Individual,Automatic,2
Honda,City,2023,10.63,14.83,149377,Diesel,Dealer,Automatic,2
Maruti,Dzire,2021,12.96,20.17,100336,Diesel,Dealer,Automatic,3
Mahindra,XUV500,2024,14.3,19.43,153111,CNG,Dealer,Manual,4
Mahindra,Scorpio,2008,0.5,11.19,50532,Diesel,Individual,Automatic,0
Hyundai,Creta,2020,13.51,24.68,93858,CNG,Dealer,Automatic,2
Hyundai,i20,2023,12.65,17.67,146656,Diesel,Individual,Automatic,2
Hyundai,i20,2012,0.5,21.13,133187,CNG,Dealer,Automatic,3
Maruti,Dzire,2007,0.5,11.84,27923,Petrol,Individual,Manual,1
Kia,Seltos,2007,0.5,15.39,50640,CNG,Dealer,Manual,0
Tata,Nexon,2020,1.21,5.11,61061,Petrol,Dealer,Automatic,5
Honda,Civic,2024,15.96,20.01,92765,CNG,Individual,Manual,0
Maruti,Dzire,2022,3.22,5.28,40904,CNG,Dealer,Automatic,3
Hyundai,Creta,2008,0.5,20.5,79883,Diesel,Dealer,Manual,2
Toyota,Innova,2015,0.5,8.27,188005,CNG,Dealer,Manual,3
Honda,Civic,2010,0.5,22.46,23814,Petrol,Dealer,Automatic,1
Tata,Tiago,2013,0.5,5.18,58605,Petrol,Dealer,Manual,2
Honda,City,2012,0.5,19.05,173390,Petrol,Individual,Manual,5
Toyota,Etios,2020,6.43,16.3,188438,Diesel,Dealer,Manual,3
Tata,Nexon,2024,0.71,7.38,196002,Petrol,Individual,Manual,4
Maruti,Swift,2023,16.27,22.36,161344,Diesel,Individual,Manual,1
Maruti,Baleno,2015,0.5,24.91,165295,CNG,Dealer,Manual,4
Toyota,Etios,2021,10.45,13.24,19535,Diesel,Dealer,Automatic,1
Tata,Nexon,2014,0.5,13.69,179778,Diesel,Individual,Manual,2
Maruti,Alto,2021,6.5,8.52,20156,Diesel,Individual,Manual,0
Maruti,Swift,2021,1.48,7.25,189540,CNG,Dealer,Automatic,5
Tata,Harrier,2015,1.27,12.84,12691,CNG,Individual,Automatic,5
Toyota,Innova,2008,0.5,7.71,63447,Petrol,Individual,Manual,1
Mahindra,Scorpio,2015,0.5,8.76,89552,Petrol,Dealer,Manual,3
Mahindra,Scorpio,2022,14.53,22.02,126433,Petrol,Individual,Automatic,0
Maruti,Baleno,2012,0.5,6.06,99820,CNG,Individual,Automatic,2
Kia,Sonet,2005,0.5,22.37,29678,Petrol,Dealer,Automatic,3
Mahindra,XUV500,2024,9.92,13.16,65522,Petrol,Individual,Automatic,4
Honda,Civic,2011,0.5,4.09,72813,Diesel,Dealer,Automatic,2
Hyundai,Creta,2021,10.92,21.62,186766,Diesel,Individual,Manual,0
Hyundai,i20,2016,0.5,14.38,161480,CNG,Individual,Manual,0
Hyundai,Creta,2012,0.5,15.38,20378,Diesel,Individual,Automatic,4
Honda,Civic,2021,10.45,15.86,89139,CNG,Dealer,Automatic,1
Toyota,Etios,2016,3.81,18.35,132379,CNG,Dealer,Manual,0
Mahindra,Bolero,2019,4.55,15.29,148193,CNG,Individual,Manual,0
Toyota,Etios,2016,2.8,14.16,67962,Diesel,Dealer,Manual,1
Hyundai,i20,2014,1.45,16.55,34892,Petrol,Individual,Manual,0
Honda,Amaze,2006,0.5,24.47,19760,CNG,Individual,Manual,4
Kia,Sonet,2007,0.5,18.36,124006,Diesel,Individual,Automatic,1
Maruti,Dzire,2011,0.5,6.41,122346,CNG,Dealer,Manual,1
Tata,Nexon,2024,12.81,13.8,35400,CNG,Dealer,Manual,1
Hyundai,i20,2008,0.5,18.91,121135,Petrol,Dealer,Automatic,1
Kia,Seltos,2022,0.5,3.02,153817,Diesel,Dealer,Manual,4
Honda,City,2010,0.5,21.0,140847,Diesel,Dealer,Manual,1
Mahindra,Bolero,2012,0.5,4.46,41666,Diesel,Individual,Manual,4
Toyota,Fortuner,2010,0.5,17.28,177417,Petrol,Dealer,Manual,5
Toyota,Innova,2014,0.5,7.35,137233,CNG,Dealer,Automatic,2
Honda,Civic,2006,0.5,18.81,133549,Petrol,Individual,Manual,4
Maruti,Alto,2023,7.29,13.5,188058,Petrol,Individual,Manual,0
Toyota,Etios,2021,5.82,11.74,127555,Petrol,Dealer,Automatic,2
Tata,Tiago,2007,0.5,19.18,74232,Diesel,Dealer,Manual,3
Honda,Civic,2006,0.5,3.2,21338,Diesel,Dealer,Manual,4
Honda,Amaze,2008,0.5,15.55,68306,Petrol,Dealer,Automatic,2
Toyota,Etios,2022,9.25,15.74,119625,Petrol,Individual,Manual,0
Mahindra,Scorpio,2010,0.5,23.57,50499,Petrol,Individual,Manual,5
Hyundai,Venue,2011,0.5,7.12,138851,CNG,Individual,Manual,4
Honda,Amaze,2020,4.96,11.1,79460,Petrol,Dealer,Manual,1
Maruti,Swift,2018,6.69,18.78,100356,CNG,Dealer,Manual,2
Toyota,Fortuner,2016,0.5,10.29,84815,CNG,Individual,Manual,2
Hyundai,Verna,2023,14.43,18.28,41000,Diesel,Individual,Manual,1
Toyota,Fortuner,2007,0.5,11.0,75175,Petrol,Dealer,Manual,2
Toyota,Etios,2019,6.39,17.29,161832,Diesel,Dealer,Automatic,5
Hyundai,Venue,2023,10.18,15.0,68954,Petrol,Dealer,Manual,4
Honda,City,2020,7.01,13.88,125521,CNG,Dealer,Manual,1
Toyota,Fortuner,2011,0.5,11.53,38140,Diesel,Individual,Automatic,2
Tata,Tiago,2017,0.62,5.43,17414,Diesel,Individual,Manual,5
Mahindra,XUV500,2023,7.35,10.68,25691,CNG,Dealer,Automatic,5
Kia,Sonet,2008,0.5,11.77,131119,Petrol,Individual,Manual,5
Toyota,Fortuner,2019,4.02,15.82,96505,CNG,Individual,Manual,5
Tata,Nexon,2015,0.5,17.79,160766,CNG,Individual,Manual,0
Maruti,Swift,2014,1.3,23.99,36457,Diesel,Individual,Automatic,5
Honda,Amaze,2022,7.51,10.09,29917,Petrol,Dealer,Manual,0
Kia,Seltos,2012,0.5,17.28,55378,Petrol,Dealer,Manual,4
Toyota,Innova,2020,7.06,17.11,156292,CNG,Dealer,Automatic,3
Hyundai,Creta,2020,9.06,18.82,76677,CNG,Individual,Manual,0
Mahindra,Scorpio,2005,0.5,22.31,57004,Diesel,Dealer,Manual,2
Tata,Nexon,2014,0.89,22.81,96122,Diesel,Individual,Automatic,2
Toyota,Etios,2018,9.83,21.67,10544,Diesel,Dealer,Automatic,4
Hyundai,i20,2010,0.5,14.94,25870,Petrol,Individual,Automatic,5
Honda,City,2019,1.51,8.57,133374,CNG,Individual,Manual,2
Maruti,Dzire,2009,0.5,16.49,72331,CNG,Dealer,Automatic,5
Toyota,Fortuner,2018,6.56,15.25,22769,Diesel,Dealer,Automatic,4
Tata,Harrier,2008,0.5,3.42,19021,CNG,Dealer,Manual,3
Hyundai,Venue,2018,2.84,9.21,67959,Petrol,Individual,Manual,0
Toyota,Innova,2006,0.5,16.84,180445,CNG,Individual,Manual,5
Honda,City,2006,0.5,13.26,168835,Diesel,Dealer,Manual,0
Mahindra,Scorpio,2013,0.5,8.11,31639,CNG,Individual,Automatic,3
Honda,City,2024,0.5,4.01,100296,CNG,Individual,Manual,5
Toyota,Innova,2010,0.5,5.95,35404,Diesel,Individual,Manual,2
Maruti,Dzire,2012,0.5,3.11,73950,Diesel,Individual,Automatic,1
Kia,Sonet,2022,14.13,23.94,183702,Petrol,Individual,Manual,0
Maruti,Dzire,2011,0.5,24.19,165057,Diesel,Dealer,Automatic,0
Honda,Civic,2007,0.5,3.77,114442,Petrol,Individual,Manual,0
Tata,Tiago,2012,0.5,11.16,119263,Diesel,Individual,Manual,2
Hyundai,Creta,2009,0.5,7.69,156421,Diesel,Dealer,Manual,1
Mahindra,XUV500,2018,5.35,15.86,122202,Petrol,Dealer,Automatic,0
Toyota,Fortuner,2017,0.72,10.29,99136,Petrol,Dealer,Manual,3
Tata,Nexon,2013,0.5,19.41,10078,Petrol,Individual,Manual,1
Hyundai,Creta,2013,0.5,16.51,168631,Petrol,Individual,Manual,5
Tata,Harrier,2012,0.5,6.08,44630,CNG,Individual,Automatic,3
Tata,Harrier,2021,9.72,21.93,191563,Petrol,Dealer,Manual,5
Maruti,Baleno,2024,0.5,3.7,117213,CNG,Individual,Manual,4
Honda,Civic,2024,1.04,3.44,52210,Diesel,Individual,Automatic,5
Honda,Amaze,2021,4.96,6.62,5376,Diesel,Individual,Manual,0
Honda,City,2010,0.5,12.35,120279,Diesel,Dealer,Manual,4
Honda,Civic,2015,0.5,15.75,197314,Diesel,Dealer,Automatic,5
Maruti,Dzire,2012,0.5,20.41,13734,Petrol,Individual,Automatic,1
Kia,Seltos,2006,0.5,22.95,126212,CNG,Individual,Automatic,1
Tata,Harrier,2012,0.5,8.74,173335,Diesel,Individual,Manual,2
Tata,Nexon,2014,1.58,12.03,70611,Petrol,Dealer,Automatic,0
Maruti,Dzire,2020,1.64,10.0,165554,Petrol,Individual,Manual,3
Kia,Seltos,2015,2.22,20.47,79745,CNG,Individual,Automatic,0
Maruti,Alto,2015,0.81,13.79,104193,Diesel,Individual,Automatic,5
Hyundai,i20,2016,6.22,19.28,59035,Diesel,Dealer,Automatic,0
Toyota,Etios,2023,0.5,4.15,160833,CNG,Individual,Manual,5
Kia,Seltos,2008,0.5,12.35,65467,CNG,Dealer,Manual,5
Toyota,Fortuner,2015,0.5,4.74,29956,Diesel,Dealer,Automatic,5
Hyundai,Verna,2022,2.45,5.8,166395,Petrol,Dealer,Automatic,0
Kia,Sonet,2005,0.5,15.19,12529,Petrol,Individual,Automatic,0
Toyota,Innova,2012,0.5,13.82,5968,Diesel,Individual,Automatic,5
Honda,Amaze,2012,0.5,11.71,197725,Petrol,Dealer,Manual,0
Honda,City,2020,6.58,14.95,189930,Diesel,Individual,Automatic,1
Maruti,Baleno,2021,6.3,16.21,195227,Diesel,Individual,Manual,4
Tata,Harrier,2017,2.82,7.44,37076,Diesel,Dealer,Manual,2
Kia,Seltos,2007,0.5,15.34,83099,Petrol,Dealer,Manual,2
Tata,Nexon,2019,9.32,19.12,62698,Diesel,Dealer,Automatic,0
Hyundai,Creta,2007,0.5,7.37,18153,Diesel,Individual,Manual,4
Maruti,Swift,2016,0.5,4.93,161981,Diesel,Dealer,Manual,0
Mahindra,XUV500,2022,13.88,24.25,156366,Petrol,Individual,Manual,4
Hyundai,Verna,2016,7.01,22.31,5497,Diesel,Dealer,Automatic,3
Maruti,Dzire,2009,0.5,13.7,58322,Petrol,Dealer,Manual,1
Honda,Civic,2012,0.5,12.64,35960,CNG,Dealer,Manual,4
Toyota,Etios,2021,6.84,12.21,46334,CNG,Dealer,Automatic,3
Maruti,Baleno,2013,0.5,7.07,100722,Petrol,Dealer,Automatic,4
Mahindra,Bolero,2022,7.04,10.51,48499,Petrol,Individual,Automatic,0
Kia,Seltos,2017,6.73,21.2,45978,Petrol,Individual,Manual,0
Hyundai,Venue,2006,0.5,8.06,103092,Diesel,Dealer,Automatic,5
Maruti,Alto,2005,0.5,11.98,184230,CNG,Dealer,Manual,1
Honda,City,2024,6.55,7.89,49229,Diesel,Individual,Automatic,3
Mahindra,XUV500,2007,0.5,3.89,162921,CNG,Individual,Automatic,3
Hyundai,Venue,2018,1.91,8.36,120484,Diesel,Individual,Manual,0
Maruti,Alto,2011,0.5,12.19,184176,Petrol,Individual,Automatic,2
Honda,Civic,2010,0.5,15.44,184430,CNG,Individual,Automatic,2
Hyundai,Verna,2018,1.64,5.92,44919,Diesel,Individual,Manual,2
Toyota,Innova,2013,0.5,17.33,137147,Diesel,Dealer,Manual,4
Tata,Tiago,2012,0.5,4.13,181376,Diesel,Dealer,Manual,4
Mahindra,Bolero,2022,2.91,6.78,67648,Petrol,Dealer,Manual,2
Kia,Seltos,2010,0.5,21.21,112979,Petrol,Dealer,Manual,4
Hyundai,Verna,2016,2.46,18.83,138391,Diesel,Individual,Manual,2
Tata,Nexon,2012,0.5,10.72,51765,Diesel,Individual,Automatic,5
Hyundai,Verna,2019,5.78,14.97,94260,Diesel,Individual,Manual,1
Honda,Amaze,2011,0.5,23.86,195294,CNG,Dealer,Automatic,5
Toyota,Innova,2010,0.5,14.18,56926,Petrol,Dealer,Automatic,0
Mahindra,XUV500,2015,2.91,17.57,47054,Petrol,Individual,Automatic,1
Hyundai,Creta,2006,0.5,6.73,61578,CNG,Individual,Automatic,5
Honda,Civic,2020,7.57,13.61,25458,Diesel,Individual,Manual,3
Kia,Sonet,2009,0.5,21.35,118090,Petrol,Individual,Automatic,1
Maruti,Dzire,2022,12.26,17.01,18669,Petrol,Individual,Automatic,3
Honda,Civic,2006,0.5,23.94,97415,Diesel,Individual,Automatic,5
Toyota,Fortuner,2014,0.69,18.71,147138,Petrol,Dealer,Automatic,0
Maruti,Swift,2022,13.97,23.88,134012,CNG,Dealer,Manual,5
Mahindra,XUV500,2023,8.76,12.65,76635,Petrol,Dealer,Manual,4
Tata,Nexon,2017,2.86,17.86,123209,CNG,Dealer,Manual,5
Toyota,Etios,2013,0.5,10.31,155941,Diesel,Individual,Manual,5
Maruti,Baleno,2017,0.5,8.29,165830,Diesel,Dealer,Manual,5
Honda,Amaze,2023,19.05,24.86,25200,Petrol,Individual,Manual,4
Tata,Nexon,2009,0.5,10.03,141431,Petrol,Individual,Automatic,4
Maruti,Swift,2013,0.5,22.54,115055,Diesel,Dealer,Manual,0
Kia,Seltos,2006,0.5,3.34,169181,Petrol,Dealer,Manual,1
Toyota,Fortuner,2021,10.31,22.56,163829,Petrol,Individual,Manual,3
Kia,Sonet,2011,0.5,15.19,191670,Petrol,Dealer,Manual,5
Honda,Civic,2016,0.87,10.13,118804,CNG,Dealer,Manual,1
Hyundai,Verna,2006,0.5,23.52,15072,CNG,Dealer,Manual,1
Maruti,Baleno,2019,4.21,9.77,39321,Diesel,Individual,Automatic,5
Mahindra,Scorpio,2009,0.5,15.31,185979,Petrol,Individual,Automatic,5
Tata,Nexon,2005,0.5,11.07,8354,Diesel,Individual,Automatic,3
Hyundai,Creta,2023,20.11,23.52,64557,Diesel,Individual,Manual,0
Honda,Civic,2018,4.53,20.12,132207,CNG,Individual,Manual,1
Kia,Sonet,2016,0.58,13.14,148660,Petrol,Individual,Automatic,2
Mahindra,Scorpio,2010,0.5,11.29,148769,Petrol,Individual,Manual,1
Honda,Amaze,2023,12.4,15.56,52379,CNG,Individual,Automatic,0
Toyota,Etios,2015,0.68,22.48,174593,Diesel,Individual,Manual,4
Maruti,Alto,2010,0.5,14.44,29427,CNG,Individual,Automatic,3
Tata,Harrier,2008,0.5,17.56,44441,Diesel,Individual,Automatic,4
Kia,Sonet,2012,0.5,15.16,5112,Petrol,Individual,Automatic,5
Kia,Seltos,2009,0.5,12.28,42600,Petrol,Dealer,Manual,4
Maruti,Alto,2015,0.5,3.32,144875,Diesel,Dealer,Manual,4
Kia,Sonet,2014,0.56,8.24,12932,Petrol,Individual,Manual,2
Maruti,Alto,2010,0.5,24.09,86477,Petrol,Individual,Manual,0
Mahindra,Scorpio,2022,13.89,24.52,192773,Diesel,Individual,Automatic,5
Hyundai,i20,2007,0.5,18.93,81540,Petrol,Dealer,Manual,4
Kia,Seltos,2020,3.47,8.5,100301,CNG,Dealer,Automatic,2
Toyota,Fortuner,2010,0.5,7.69,99100,Diesel,Individual,Manual,0
Toyota,Innova,2018,8.58,20.15,5174,Petrol,Individual,Manual,1
Maruti,Swift,2019,10.03,19.69,23737,Diesel,Individual,Manual,2
Honda,Civic,2017,6.62,18.64,17462,Diesel,Individual,Automatic,1
Toyota,Innova,2021,8.79,17.64,125745,CNG,Individual,Automatic,0
Mahindra,Scorpio,2021,10.08,16.0,31017,Diesel,Dealer,Manual,3
Kia,Seltos,2014,1.84,11.86,35763,CNG,Dealer,Automatic,0
Tata,Harrier,2018,8.72,24.28,76161,Diesel,Individual,Manual,2
Kia,Seltos,2010,0.5,7.86,101459,CNG,Individual,Automatic,4
Kia,Sonet,2023,13.04,17.04,35006,CNG,Individual,Manual,2
Maruti,Alto,2019,2.84,15.1,189050,CNG,Individual,Manual,2
Honda,Civic,2016,0.5,7.36,196308,CNG,Dealer,Automatic,5
Honda,Amaze,2005,0.5,23.77,189213,CNG,Dealer,Manual,3
Hyundai,Venue,2022,14.14,21.41,81927,Petrol,Individual,Automatic,3
Kia,Seltos,2021,9.91,18.22,124947,Diesel,Dealer,Automatic,5
Kia,Seltos,2013,0.5,3.57,143975,Diesel,Individual,Manual,1
Honda,Amaze,2020,0.5,3.56,79840,CNG,Dealer,Manual,1
Kia,Seltos,2011,0.5,6.18,79303,CNG,Individual,Automatic,2
Honda,City,2009,0.5,10.37,38196,Petrol,Dealer,Automatic,1
Mahindra,XUV500,2017,4.52,16.52,95957,Diesel,Dealer,Automatic,5
Tata,Harrier,2018,2.27,13.55,145780,CNG,Dealer,Automatic,1
Mahindra,Scorpio,2007,0.5,6.08,18417,Petrol,Dealer,Automatic,5
Toyota,Etios,2022,13.67,24.49,183416,CNG,Dealer,Manual,5
Maruti,Swift,2013,0.5,3.65,121144,CNG,Individual,Manual,4
Mahindra,Bolero,2022,11.2,15.7,61000,Diesel,Individual,Automatic,3
Kia,Sonet,2008,0.5,3.24,28533,Petrol,Individual,Automatic,0
Kia,Sonet,2017,4.64,19.32,120822,Diesel,Dealer,Manual,0
Honda,Civic,2016,1.61,10.64,86735,Diesel,Dealer,Automatic,3
Kia,Seltos,2006,0.5,9.52,24341,Petrol,Individual,Automatic,0
Tata,Harrier,2019,10.84,21.84,36868,Diesel,Individual,Automatic,1
Kia,Seltos,2019,0.5,4.72,162084,Diesel,Individual,Manual,2
Toyota,Fortuner,2024,11.05,12.93,50957,Diesel,Individual,Automatic,3
Toyota,Innova,2018,6.79,16.75,42022,Petrol,Individual,Automatic,2
Tata,Nexon,2011,0.5,22.8,81052,Diesel,Individual,Automatic,2
Honda,City,2013,0.5,6.66,42316,Petrol,Dealer,Automatic,1
Tata,Harrier,2012,0.5,11.25,45830,Petrol,Individual,Automatic,4
Toyota,Innova,2013,0.5,20.33,46292,CNG,Individual,Manual,3
Maruti,Dzire,2015,0.5,8.26,86890,Diesel,Dealer,Automatic,5
Kia,Seltos,2012,0.5,24.0,138283,Petrol,Individual,Automatic,5
Kia,Seltos,2015,0.5,3.18,196686,Diesel,Dealer,Manual,4
Mahindra,XUV500,2015,2.81,5.13,12769,Diesel,Dealer,Automatic,0
Kia,Sonet,2016,0.5,8.15,81332,CNG,Individual,Manual,0
Hyundai,Creta,2012,0.5,10.7,136073,Petrol,Dealer,Manual,3
Mahindra,XUV500,2019,7.5,23.98,187726,Petrol,Individual,Manual,5
Maruti,Dzire,2024,19.92,24.34,82506,Petrol,Individual,Manual,4
Mahindra,Bolero,2013,0.5,18.62,102361,CNG,Individual,Automatic,2
Mahindra,Bolero,2018,1.61,9.87,106949,CNG,Dealer,Automatic,4
Toyota,Innova,2007,0.5,11.84,86177,Petrol,Individual,Manual,2
Hyundai,i20,2007,0.5,22.45,19151,Petrol,Dealer,Manual,2
Honda,City,2009,0.5,11.55,48408,CNG,Dealer,Manual,5
Toyota,Fortuner,2005,0.5,3.13,10843,Petrol,Dealer,Automatic,5
Honda,Civic,2023,13.7,19.84,135981,Petrol,Dealer,Automatic,3
Honda,Civic,2016,3.63,20.59,52288,CNG,Dealer,Manual,5
Maruti,Alto,2006,0.5,15.49,13457,Diesel,Individual,Manual,2
Hyundai,Verna,2020,10.31,17.03,29813,CNG,Dealer,Automatic,1
Kia,Sonet,2024,9.03,12.4,177968,Diesel,Dealer,Manual,0
Honda,Amaze,2005,0.5,7.86,110339,CNG,Individual,Manual,5
Mahindra,XUV500,2019,1.23,3.29,106505,Diesel,Dealer,Manual,3
Tata,Nexon,2009,0.5,16.84,48241,Diesel,Dealer,Manual,0
Kia,Sonet,2016,4.49,17.58,38296,Diesel,Dealer,Automatic,5
Kia,Seltos,2008,0.5,12.11,60786,Diesel,Dealer,Automatic,4
Toyota,Etios,2008,0.5,16.98,88550,Petrol,Individual,Manual,3
Hyundai,Venue,2014,1.35,14.66,18128,Diesel,Individual,Automatic,4
Honda,City,2016,0.5,6.57,156156,Petrol,Individual,Manual,1
Toyota,Fortuner,2022,1.13,5.09,170209,Petrol,Individual,Automatic,1
Mahindra,Scorpio,2014,0.5,19.56,190722,Diesel,Dealer,Manual,1
Maruti,Dzire,2018,2.2,9.55,82952,CNG,Dealer,Manual,2
Kia,Sonet,2011,0.5,3.76,100445,Petrol,Dealer,Automatic,3
Kia,Seltos,2014,0.5,12.72,199215,Petrol,Individual,Manual,0
Honda,Civic,2016,3.4,24.56,189362,Petrol,Dealer,Automatic,2
